,body,title
303,sometimes see follow stacktrace commit happen user isnt look activity state save javalangillegalstateexception perform action onsaveinstancestate androidsupportvappfragmentmanagerimplcheckstatelossfragmentmanagerjava androidsupportvappfragmentmanagerimplenqueueactionfragmentmanagerjava androidsupportvappbackstackrecordcommitinternalbackstackrecordjava androidsupportvappbackstackrecordcommitbackstackrecordjava look android source make total sense private void checkstateloss mstatesaved throw new illegalstateexception perform action onsaveinstancestate mnotransactionsbecause null throw new illegalstateexception perform action inside mnotransactionsbecause wonder way besides store class variable onsaverestoreinstancestate check fragment go commit undesirable state way store transaction later make commit appropriate time,check state save commit fragmenttransaction
304,try add viewmodelscope basic viewmodel android studio doesnt recognize try change gradle build file solution found nothing work extract buildgradle app implementation androidxlifecyclelifecycleviewmodelktxalpha implementation androidxlifecyclelifecyclelivedataktxalpha implementation androidxlifecyclelifecycleviewmodelsavedstatealpha kapt androidxlifecyclelifecyclecompileralpha type viewmodelscope viewmodel say unresolved reference viewmodelscope,unresolved reference viewmodelscope kotlin android
305,new android program refer google developer website learn android run application ui get error hsdktoolsemulatorexe avd nexusapix netspeed full netdelay none emulator error could initialize opengles emulation use gpu disable could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb could get wglgetextensionsstringarb getglesextensionstring could find gles x config fail obtain gles x extension string could initialize emulate framebuffer use android studio,error run android application could initialize opengles emulation use gpu disable
306,ive create two group unique id need divider checkablebehavior set single allows multiple item different group checked thats exactly im try avoid id like one item checked maximum across group since havent found way xml try implement simple logic onnavigationitemselected uncheck previous menu item previousitem null previousitemsetcheckedfalse currentitemsetcheckedtrue setcheckedfalse method never work item stay checked sample code menunavigationxml ltmenu xmlnsandroidhttpschemasandroidcomapkresandroidgt ltgroup androidididnavgroup androidcheckablebehaviorsinglegt ltitem androidididnavfeed androidtitlestringfeedgt ltitem androidididnavpeople androidtitlestringpeoplegt ltgroupgt ltgroup androidididnavgroup androidcheckablebehaviorsinglegt ltitem androidididnavsettings androidtitlestringsettingsgt ltitem androidididnavhelpfeedback androidtitlestringhelpfeedbackgt ltitem androidididnavlogout androidtitlestringlogoutgt ltgroupgt navigationitemselectedlistener muinavigationviewsetnavigationitemselectedlistener new navigationviewonnavigationitemselectedlistener override public boolean onnavigationitemselectedmenuitem menuitem previousitem null previousitemsetcheckedfalse currentitemsetcheckedtrue changecurrentfragment return true need hint thanks,how set share checkable behavior across group navigationview
307,recently upgraded v net since switch constantly get error debug compiler error message bc project currently contains reference one version npgutilities direct reference version indirect reference adminwebtargetweightssgmodels version change direct reference use version high npgutilities bc project currently contains reference one version enterprisedata direct reference version indirect reference sponsorwebselectplanadministratorxdataset version change direct reference use version high enterprisedata project reference try remove readding still luck anyone offer advice resolve issue,the project currently contains reference one version
308,code use google logini add googleservicesjson file app folderi use classpath comgooglegmsgoogleservices root gradle modulei checked package developer console correct add sha key get run command keytool list v keystore androiddebugkeystore alias androiddebugkey storepass android keypass android terminali use ubuntui enable google apii create oauth consent screen andoauth client idstill get error try login google statuscodedevelopererror resolutionnull check similar question couldnt find appropriate solution code googlesigninoptions gso new googlesigninoptionsbuildergooglesigninoptionsdefaultsigninrequestprofilerequestid requestemailrequestscopesnew scopescopesplusme requestscopesnew scopescopespluslogin build mgoogleapiclient new googleapiclientbuilderthis enableautomanagethis onconnectionfailedlistener addapiauthgooglesigninapi gso build googlebuttonsetonclicklistenernew viewonclicklistener override public void onclickview v intent signinintent authgooglesigninapigetsigninintentmgoogleapiclient startactivityforresultsigninintent rcsignin override protect void onactivityresultint requestcode int resultcode intent data superonactivityresultrequestcode resultcode data requestcode rcsignin googlesigninresult result authgooglesigninapigetsigninresultfromintentdata handlesigninresultresult private void handlesigninresultgooglesigninresult result resultissuccess sign successfully show authenticate ui googlesigninaccount acct resultgetsigninaccount else sign show unauthenticated ui updateuifalse override protect void onstart superonstart mgoogleapiclientconnect override protect void onstop superonstop ifmgoogleapiclientisconnected mgoogleapiclientdisconnect override protect void onresume superonresume ifmgoogleapiclientisconnected mgoogleapiclientconnect manifest ltusespermission androidnameandroidpermissioninternet gt ltusespermission androidnameandroidpermissiongetaccounts gt lt use account credential gt ltusespermission androidnameandroidpermissionusecredentials gt ltmetadata androidnamecomgoogleandroidgmsversion androidvalueintegergoogleplayservicesversion gt,statuscodedevelopererror google login
309,try deploy serverless project bucket creation cloudformation serverlessyml file problem try deploy say bucket already exists fail deployment know bucket name globally unique damn sure unique name use even change something else still say cloudformation stack say bucket exists actually newly create stack sure fix issue anyone help issue tell fix deployment issue cause issue thanks advance,serverless deplyment error s bucket already exists stack
310,described subclassing preferencefragment display inside activity document explains listen preference change subclass preferenceactivity since im listen preference change ive try implement onsharedpreferencechangelistener preferencefragment seem work onsharedpreferencechanged never seem get call code far settingsactivityjava public class settingsactivity extends activity override protect void oncreatebundle savedinstancestate superoncreatesavedinstancestate display fragment main content getfragmentmanagerbegintransactionreplaceandroidridcontent new settingsfragmentcommit settingsfragmentjava public class settingsfragment extends preferencefragment implement onsharedpreferencechangelistener public static final string keyprefexercises prefnumberofexercises override public void oncreatebundle savedinstancestate superoncreatesavedinstancestate load preference xml resource addpreferencesfromresourcerxmlpreferences override public void onsharedpreferencechangedsharedpreferences sharedpreferences string key never get keyequalskeyprefexercises set summary userdescription select value preference exercisespref findpreferencekey exercisesprefsetsummarysharedpreferencesgetstringkey preferencesxml ltxml version encodingutfgt ltpreferencescreen xmlnsandroidhttpschemasandroidcomapkresandroid gt ltedittextpreference androiddefaultvalue androidenabledtrue androidkeyprefnumberofexercises androidnumericinteger androidtitlenumber exercise gt ltpreferencescreengt also preferencefragment even right place listen preference change within activity,how listen preference change within preferencefragment
311,look sample aspnet mvc ntier application demonstrates best practice us domain driven design entity framework code first found follow one recommend one list httpefmvccodeplexcom httpprodinnercodeplexcom httpwwwdofactorycomframeworkframeworkaspx free,sample ntier aspnet mvc application best practice use ef
312,im building react native app currently try implement authentication registration system firebase auth ive follow guidethe doc website setup firebase config file run app enter email password click signup button im give follow error firebaseerror firebase firebase app default create call firebase appinitializeapp appnoapp ive search google possible fix yet nothing seem work ive initialize firebase per docstutorials ive watch hopefully someone shed light matter ill include config file code xxxx replace actual config info firebasejs import firebase firebaseapp import firebaseauth const firebaseconfig apikey xxxx authdomain xxxx databaseurl xxxx projectid xxxx storagebucket xxxx messagingsenderid xxxx appid xxxx measurementid xxxx firebaseinitializeappfirebaseconfig apijs export function registeruseremail password firebase auth createuserwithemailandpasswordemail password catchfunctionerror consolelogerror editanswer help comment correct way implementimport reactnativefirebase link comment,reactnative firebaseerror no firebase app default create call firebase appinitializeapp appnoapp
313,currently test app testflight need production apns certificate order test notification firebase follow step video successfully configure development apns certificate httpswwwyoutubecomwatchvlbwtutvkd ive also checked step follow firebase support guide although note apple developer site change slightly since guide write httpsfirebasegooglecomdocscloudmessagingioscertsconfigureanappidforpushnotifications generate production apns certificate developerapplecom use method development certificate try upload p file firebase give follow error certificate environment match ensure get right development production apns certificate im definitely upload p generate production apns certificate something else need production certificate,firebase can upload production apns certificate
314,fork example angular material table sticky header add data see header sticky stackblitz anyone know header remain sticky,angular material table sticky header work expect
315,want create textfield hint text jetpackcompose example create textfield use jectpack thanks,textfield hint text jetpack compose
316,start v vbnet mvc web application set breakpoint homecontroller method run start debug navigate page receive message code run current thread currently run call stack could obtain prevent debug set breakpoint globalasax applicationstart breakpoint work fine change enable edit amp continue make difference anyone idea happen update environment window pro v ultimate since flush system completely fresh install window pro v ultimate v ultimate amp v ultimate test version v file new project mvc default version v reporting process id xxx run v debug trace report program iisexpressexe program trace exit code x program xxxx iisexpressexe exit code xc invalid handle specify run v administrator mode receive result uninstalled reinstall ii express,aspnet mvciis express unable debug code not run
317,wonder many people use window server wk development machine proscons youve found dont see advantage ive read many anecdote online state stable development environment vista sp setup tip bought new machine quad core xeons gb memory try decide go server vista ultimate x license os,window server development machine
318,kind situation need start tab base application need split view one tab seem split view controller object add tabbarcontroller although tabbar object add splitviewcontroller problem see otherways full screen left part table view row select table popover come point row row popover select row popover come left select row row would visible another popover come select row breadcrumb navigation type think clear explain guy idea work arounds please let know clear question thanks madhup,uisplitviewcontroller tabbar uitabbarcontroller
319,use elastic version want use security ran binelasticsearchcertutil cert configelasticcertificatesp pas quotquot add xpacksecurityenabled true xpacksecuritytransportsslenabled true xpacksecuritytransportsslverificationmode certificate xpacksecuritytransportsslkeystorepath elasticcertificatesp xpacksecuritytransportssltruststorepath elasticcertificatesp configelasticsearchyaml run e binelasticsearch get error quoterrorquotquotrootcausequotquottypequotquotsecurityexceptionquotquotreasonquotquotmissing authentication credential rest request quotquotheaderquotquotwwwauthenticatequotquotbasic realmquotsecurityquot charsetquotutf quotquotquottypequotquotsecurityexceptionquotquotreasonquotquotmissing authentication credential rest request quotquotheaderquotquotwwwauthenticatequotquotbasic realmquotsecurityquot charsetquotutf quotquotquotstatusquotrootiplocalhostvarlogelasticsearch anyone please help,access control elastic miss authentication credential rest request
320,aiclass project need implement reinforcement learn algorithm beat simple game tetri game write java source code know basic reinforcement learn theory wonder anyone community hand experience type thing would recommend reading implementation reinforce learn tetri game good open source project accomplish similar thing would worth check edit specific well general resource subject welcome follow thought would nice post followup solution code writeup end future student paper code,good implementation reinforcement learn
321,whilst test android emulator run android ice cream sandwich notice edittext quite strange thing firstly underline every word identify quotmisspeltquot red disable secondly although layout xml specify androidscrollhorizontallyquottruequot wordwrap enable disable well layout xml code edittext ltedittext androididquotideditorquot androidlayoutwidthquotdpquot androidlayoutheightquotfillparentquot androidlayoutalignparentrightquottruequot androidlayoutbelowquotidtoolbarquot androidlayouttorightofquotidtoolbarleftquot androidpaddingbottomquotdpquot androidpaddingrightquotdpquot androidscrollhorizontallyquottruequot androidtextquotquot androidinputtypequottextmultilinequot gt ltrequestfocus gt ltedittextgt example spell checker need disable source abstractthoughtscom thanks much,android ice cream sandwich edittext disable spell check word wrap
322,please need help checked google get really answer open issue want use helmet secure express server use get error errblockedbyresponsenotsameorigin load image database server express initialize server const app express appuseexpressurlencoded extend true appuseexpressjson appusecookieparser appusecors appusehelmet cors configuration appusefunction req next resheaderquotaccesscontrolalloworiginquot quotquot resheaderquotaccesscontrolallowheadersquot quotorigin xrequestedwith contenttype acceptquot next get image database url localhost httplocalhostimageltnameimagegt use helmet work fine please help,helmet express errblockedbyresponsenotsameorigin
323,solution file developed v project file open file v prompt appear version report server project support project must upgraded chose upgrade project commit change solutionprojects work v use v use version control update solution late version file retrieve project file load correctly one project solution load correctly please see output window detials output message every project say error xml document try rightclick project reload project give xml document error message use version control update solution specific version choose prior work version project file still say unavailable choose reload project project load correctly would like know fix file v ultimately would like make work v v make change solution file project rptproj datasource rds report rdl forth full error message cusersmyuserdocumentsvisual studio projectsssrsprojectssrstransportationtransportationrptproj error error xml document visual studio version info edit try use v year ago work fine week one day program would suddenly launch give error message package management initialization fail access deny accord people common error v likely fix newer version package management initialization fail access deny error opening visual studio colleague use v dont use many thing mine microsoft visual studio community version update collegue ssrs project upgrade microsoft visual studio professional version colleage also us v future probably start use v frequently microsoft visual studio professional version v extension v v update v upgraded ssrs data tool analysis service integration service reporting service transportationrptproj v orig ltxml version encodingutfgt ltproject xmlnsxsihttpwwwworgxmlschemainstance xmlnsxsdhttpwwwworgxmlschema toolsversiongt ltstategtbasepfnvdxjjzunvbnrybxjbmzvihhtbgzonhzzdiahrcdovlddymyvcmcvmjawmsytuxtyhlbweiihhtbgzonhzatiahrcdovlddymyvcmcvmjawmsytuxtyhlbwetawzdgfuyuiihhtbgzomrkbdiimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdazlvuzluzsyiibbwxuczpkzgwyxziimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdazlvuzluzsylziiihhtbgzomrkbdewmfxmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdalvuzluzsxmdavmtawiibbwxuczpkzgwymdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdewlvuzluzsymdaiihhtbgzomrkbdiwmfymdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdewlvuzluzsymdavmjawiibbwxuczpkzgwzmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdexlvuzluzszmdaiihhtbgzomrkbdmwmfzmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdexlvuzluzszmdavmzawiibbwxuczpkzgwmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdeylvuzluzsmdaiihhtbgzomrkbdqwmfmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdeylvuzluzsmdavndawiibbwxuczpkzgwmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdezlvuzluzsmdaiihhtbgzomrkbduwmfmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdezlvuzluzsmdavntawiibbwxuczpkdqimhdhalyzyhlbwfzlmpyjvcmdcjbvrgfyvdhcmvobvzzsezxnpzlcixljaipgkicarwhymxlzdmywxzztwvrwhymxlzdnciagpfbybplyroywlpjwvuhjvamvjdehbwudqogidxbdxhqyxropjwvqxvugfadnciagpexvyfsugfadlxvyfsugfadnciagpfbybzpzgvypjwvuhjvdmlkzxidqolnvdxjjzunvbnrybxjbmzvpgltstategt ltdatasourcesgt ltprojectitemgt ltnamegtgmenurdsltnamegt ltfullpathgtgmenurdsltfullpathgt ltprojectitemgt ltdatasourcesgt ltdatasetsgt ltprojectitemgt ltnamegtlistwarehousersdltnamegt ltfullpathgtlistwarehousersdltfullpathgt ltprojectitemgt ltdatasetsgt ltreportsgt ltprojectitemgt ltnamegtdaily yum product daily traffic reportrdlltnamegt ltfullpathgtdaily yum product daily traffic reportrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtload comment reportrdlltnamegt ltfullpathgtload comment reportrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtload planning worksheetrdlltnamegt ltfullpathgtload planning worksheetrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtloads utilized exceptionsrdlltnamegt ltfullpathgtloads utilized exceptionsrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtorders load buildingrdlltnamegt ltfullpathgtorders load buildingrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegttransportation order historyrdlltnamegt ltfullpathgttransportation order historyrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtweekly load ship detailrdlltnamegt ltfullpathgtweekly load ship detailrdlltfullpathgt ltprojectitemgt ltprojectitemgt ltnamegtweekly yum product daily traffic reportrdlltnamegt ltfullpathgtweekly yum product daily traffic reportrdlltfullpathgt ltprojectitemgt ltreportsgt ltconfigurationsgt ltconfigurationgt ltnamegtdebugltnamegt ltplatformgtwinltplatformgt ltoptionsgt ltoutputpathgtbindebugltoutputpathgt lttargetserverversiongtssrslttargetserverversiongt lttargetserverurlgthttpgcodreportserverlttargetserverurlgt lttargetfoldergttransportationlttargetfoldergt lttargetdatasourcefoldergtdata sourcesdevlttargetdatasourcefoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt ltoptionsgt ltconfigurationgt ltconfigurationgt ltnamegtdebuglocalltnamegt ltplatformgtwinltplatformgt ltoptionsgt ltoutputpathgtbindebuglocalltoutputpathgt lttargetserverversiongtssrslttargetserverversiongt lttargetserverurlgthttplocalhostreportserverlttargetserverurlgt lttargetfoldergttransportationlttargetfoldergt lttargetdatasourcefoldergtdata sourceslttargetdatasourcefoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt ltoptionsgt ltconfigurationgt ltconfigurationgt ltnamegtreleaseltnamegt ltplatformgtwinltplatformgt ltoptionsgt ltoutputpathgtbinreleaseltoutputpathgt lttargetserverversiongtssrslttargetserverversiongt lttargetserverurlgthttplocalhostreportserverlttargetserverurlgt lttargetfoldergttransportationlttargetfoldergt lttargetdatasourcefoldergtdata sourceslttargetdatasourcefoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt ltoptionsgt ltconfigurationgt ltconfigurationsgt ltprojectgt v upgrade ltxml version encodingutfgt ltproject toolsversion xmlnshttpschemasmicrosoftcomdevelopermsbuildgt ltpropertygroup condition configuration debug gt ltfullpathgtdebugltfullpathgt ltoutputpathgtbindebugltoutputpathgt lterrorlevelgtlterrorlevelgt ltoverwritedatasetsgtfalseltoverwritedatasetsgt ltoverwritedatasourcesgtfalseltoverwritedatasourcesgt lttargetserverversiongtssrslttargetserverversiongt ltplatformgtwinltplatformgt lttargetreportfoldergttransportationlttargetreportfoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetdatasourcefoldergtdata sourcesdevlttargetdatasourcefoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt lttargetserverurlgthttpgcodreportserverlttargetserverurlgt ltpropertygroupgt ltpropertygroup condition configuration debuglocal gt ltfullpathgtdebuglocalltfullpathgt ltoutputpathgtbindebuglocalltoutputpathgt lterrorlevelgtlterrorlevelgt ltoverwritedatasetsgtfalseltoverwritedatasetsgt ltoverwritedatasourcesgtfalseltoverwritedatasourcesgt lttargetserverversiongtssrslttargetserverversiongt ltplatformgtwinltplatformgt lttargetreportfoldergttransportationlttargetreportfoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetdatasourcefoldergtdata sourceslttargetdatasourcefoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt lttargetserverurlgthttplocalhostreportserverlttargetserverurlgt ltpropertygroupgt ltpropertygroup condition configuration release gt ltfullpathgtreleaseltfullpathgt ltoutputpathgtbinreleaseltoutputpathgt lterrorlevelgtlterrorlevelgt ltoverwritedatasetsgtfalseltoverwritedatasetsgt ltoverwritedatasourcesgtfalseltoverwritedatasourcesgt lttargetserverversiongtssrslttargetserverversiongt ltplatformgtwinltplatformgt lttargetreportfoldergttransportationlttargetreportfoldergt lttargetdatasetfoldergtdatasetslttargetdatasetfoldergt lttargetdatasourcefoldergtdata sourceslttargetdatasourcefoldergt lttargetreportpartfoldergtreport partslttargetreportpartfoldergt lttargetserverurlgthttplocalhostreportserverlttargetserverurlgt ltpropertygroupgt ltpropertygroupgt ltstategtbasepfnvdxjjzunvbnrybxjbmzvihhtbgzonhzzdiahrcdovlddymyvcmcvmjawmsytuxtyhlbweiihhtbgzonhzatiahrcdovlddymyvcmcvmjawmsytuxtyhlbwetawzdgfuyuiihhtbgzomrkbdiimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdazlvuzluzsyiibbwxuczpkzgwyxziimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdazlvuzluzsylziiihhtbgzomrkbdewmfxmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdalvuzluzsxmdavmtawiibbwxuczpkzgwymdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdewlvuzluzsymdaiihhtbgzomrkbdiwmfymdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdewlvuzluzsymdavmjawiibbwxuczpkzgwzmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdexlvuzluzszmdaiihhtbgzomrkbdmwmfzmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdexlvuzluzszmdavmzawiibbwxuczpkzgwmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdeylvuzluzsmdaiihhtbgzomrkbdqwmfmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdeylvuzluzsmdavndawiibbwxuczpkzgwmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdezlvuzluzsmdaiihhtbgzomrkbduwmfmdaimhdhalyzyhlbwfzlmpyjvcmdcjbvywhbhlzaxnzzxjawnlcyymdezlvuzluzsmdavntawiibbwxuczpkdqimhdhalyzyhlbwfzlmpyjvcmdcjbvrgfyvdhcmvobvzzsezxnpzlcixljaipgkicarwhymxlzdmywxzztwvrwhymxlzdnciagpfbybplyroywlpjwvuhjvamvjdehbwudqogidxbdxhqyxropjwvqxvugfadnciagpexvyfsugfadlxvyfsugfadnciagpfbybzpzgvypjwvuhjvdmlkzxidqolnvdxjjzunvbnrybxjbmzvpgltstategt ltdatasourcesgtdatasourceltdatasourcesgt ltdatasetsgtdatasetltdatasetsgt ltreportsgtreportltreportsgt ltpropertygroupgt ltitemgroupgt ltdataset includelistwarehousersd gt ltitemgroupgt ltitemgroupgt ltdatasource includegmenurds gt ltitemgroupgt ltitemgroupgt ltreport includedaily yum product daily traffic reportrdl gt ltreport includeload comment reportrdl gt ltreport includeload planning worksheetrdl gt ltreport includeloads utilized exceptionsrdl gt ltreport includeorders load buildingrdl gt ltreport includetransportation order historyrdl gt ltreport includeweekly load ship detailrdl gt ltreport includeweekly yum product daily traffic reportrdl gt ltitemgroupgt ltimport projectmsbuildextensionspathreporting servicesmicrosoftreportingservicesmsbuildertargets gt ltprojectgt,there error xml document visual studio ssrs project file error vsvs
324,im struggle find graceful way keep dal layer separate mvcui layer aspnet thanks new built dependency injection want use example aspnet project business layer project data access project various entity framework code entity context aspnet get context set target database main documentation suggest something like startupcs class servicesaddentityframework addsqlserver adddbcontextltbookcontextgtoptions gt optionsusesqlserverconfigurationgetdataconnectionstring mean reference dal basically ui layer something year always bad practice accord various expert blog post around one way work around create two new project one compositeroot project contains factory class generate business class access dal also utility project configuration class connectionstring property pas context use built di wire everything avoid reference dal ui layer ive come across issue late version entity framework beta doesnt seem possible specify connection string either constructor context overrideable onconfiguration method plus documentation far doesnt seem care mix concern way thing trust developer wont bad thing like reference dal class ui directly pattern people employ keep thing solid new built diconfiguration aspnet,separation concern ntiered architecture aspnet aspnet core
325,im use v compatibility viewpager android fragmentactivity bunch data displayed different way different page viewpager far instance listfragment future instance different listfragments viewpager vertical phone screen list sidebyside button listfragment start separate fullpage activity via fragmentactivity return fragmentactivity modifies data save attempt update view viewpager stuck public class progressmainactivity extends fragmentactivity myadapter madapter viewpager mpager override public void oncreatebundle savedinstancestate madapter new myadaptergetsupportfragmentmanager mpager viewpager findviewbyidridviewpager mpagersetadaptermadapter override protect void onactivityresultint requestcode int resultcode intent data updatefragments public void updatefragments attempt madapternotifydatasetchanged mpagersetadaptermadapter attempt homelistfragment fragment homelistfragment getsupportfragmentmanagerfindfragmentbyidmadapterfragid fragmentupdatedisplay public static class myadapter extends fragmentpageradapter implement titleprovider int fragid public myadapterfragmentmanager fm superfm override public string gettitleint position return titlesposition override public int getcount return titleslength override public fragment getitemint position fragment frag homelistfragmentnewinstanceposition attempt fragidposition fraggetid return frag override public int getitempositionobject object return positionnone make notifydatasetchanged something public class homelistfragment extends listfragment public static homelistfragment newinstanceint num homelistfragment f new homelistfragment return f see first attempt notifydatasetchanged entire fragmentpageradapter show update data sometimes others get illegalstateexception perform action onsaveinstancestate second attempt involed try call update function listfragment getid getitem return per doc try acquire reference fragment fragmentmanager use findfragmentbyid findfragmentbytag dont know tag id fragment androidididviewpager viewpager androididandroididlist listview listfragment layout dont think useful either update entire viewpager safely one go ideally return user page ok user see view change preferably b call function affected listfragment update listview manually help would gratefully accepted,update data listfragment part viewpager
326,im use espresso uiautomator write test case im test external storage permission deny allow different test case require permission revoke start test case however test case result permission grant need revoke permission next test execute search around closest thing come across use pm manager execute adb shell command revoke permission however ill get follow error instrumentation run fail due process crash way ensure permission revoke begin every test case issue resolve regard test permission thank help advance code snippet currently revoke permission test case doesnt work public void setup buildversionsdkint gt buildversioncodeslollipop getinstrumentationgetuiautomationexecuteshellcommand pm revoke gettargetcontextgetpackagename androidpermissionwriteexternalstorage correspond error message try revoke permission code snippet test fail run completion reason instrumentation run fail due process crashed also come across two post,android revoke permission start test
327,know may miss point use cloud function first place specific case im use cloud function way bridge nextjs firebase host dont need make cost efficient etc say cold boot time cloud function simply unbearable productionready average around second boilerplate ive watch video google httpswwwyoutubecomwatchvioxrwfqrky talk reduce cold boot time nutshell trim dependency trial amp error dependency version cache google network lazy load many dependency trim would know version cached many dependency lazy load another way avoid cold boot together whats good way hack essentially keep one cloud function warm,how i keep google cloud function warm
328,quite resource deployment amis ec solution incremental code update phpjava base website suppose ec instance run php java base website docroots local instance may want numerous code deployment day dont want create new ami copy scale new instance time code update lead best would greatly appreciate use subversion main code repository past weve simply svn updateco one two server thanks,code deployment ec
329,topic discus fragment code ifselifs operation class represent functionality similar enum fragment code operation operationstart strategy strategyobjectsstartobject elif operation operationstop strategy strategyobjectsstopobject elif operation operationstatus strategy strategyobjectsstatusobject concern readability point view well change class use polymorphism convince make code maintainable one hand ifs pretty clear shouldnt hard follow hand many ifs question rather general however im write code python use construction like switch think update one important thing startobject stopobject statusobject constructor want assign object strategy reference,too many statement
330,per example b c e f g average xx xx xx xx xx whats optimal way get average every valid row dynamic sense term unknown quantity row amp unknown quantity column accident run cumulative roll average see httpsstackoverflowcoma,arrayformula average infinite truly dynamic range google sheet
331,already refer thread resolve issue keep get error error fail resolve comandroidsupportappcompatv android studio every time try refresh gradle buildgradle apply plugin comandroidapplication android compilesdkversion buildtoolsversion defaultconfig applicationid comapplicationapp minsdkversion targetsdkversion versioncode versionname testinstrumentationrunner androidsupporttestrunnerandroidjunitrunner buildtypes release minifyenabled false proguardfiles getdefaultproguardfileproguardandroidoptimizetxt proguardrulespro dependency implementation filetreedir libs include jar implementation comandroidsupportappcompatv implementation comandroidsupportconstraintconstraintlayout testimplementation junitjunit androidtestimplementation comandroidsupporttestrunner androidtestimplementation comandroidsupporttestespressoespressocore fix also website version android module list could find thanks,android studio keep refuse resolve comandroidsupportappcompatv
332,attempt write oncall function firebase cloud function performs advanced query task firestore database ie check text query automl natural lang get category etc keep run problem try query database function error get document error could load default credential browse httpscloudgooglecomdocsauthenticationgettingstarted information googleauthgetapplicationdefaultasync srvnodemodulesgoogleauthlibrarybuildsrcauthgoogleauthjs ltanonymousgt processtickdomaincallback internalprocessnexttickjs function const function requirefirebasefunctions const admin requirefirebaseadmin admininitializeapp const db adminfirestore exportsquery functionshttpsoncalldata context gt const text datatext var result const promise dbcollectionprovidersget promisethensnapshot gt consolelogmarker snapshotforeachdoc gt resultspushid docid data docdata consolelogyessir return result result catcherr gt consolelogerror get document err consolelognosir return result result longer output function execution start function execution take finish status code error get document etc error nosir example change run function execution start function execution take finish status code marker yessir cant figure problem come resolve help regard,error could load default credential firebase function firestore
